Part ID;Account ID;Balance;Credit limit
1;0;3866148704.77;3569728142.03
1;1;9759480534;0
1;2;5478086742;0
1;3;1433308544;0
1;4;6838638580;0
1;5;1912327446;0
1;6;312432345;0
1;7;5100318450;0
1;8;5762888276;0
2;0;1967380550.58;1303381219.55
2;1;786803375;0
2;2;787930075;0
2;3;2223216506;0
2;4;1565305122;0
2;5;3133149885;0
2;6;5982384274;0
2;7;1395343048;0
2;8;5161715525;0
3;0;3739583308.68;3537017415.6
3;1;4137000699;0
3;2;1766308506;0
3;3;3782041731;0
3;4;3356434390;0
3;5;6808279600;0
3;6;3466941886;0
3;7;5379273156;0
3;8;4993252812;0
4;0;4591368593.2;1186189182.45
4;1;6149690463;0
4;2;7552986424;0
4;3;3671070758;0
4;4;7252280992;0
4;5;3895018816;0
4;6;5280773544;0
4;7;9845797448;0
4;8;4340257082;0
5;0;3615667465.49;957055618.05
5;1;1179668153;0
5;2;3389577478;0
5;3;949006415;0
5;4;5060830162;0
5;5;9740554614;0
5;6;5790477725;0
5;7;1572545650;0
5;8;5617151151;0
6;0;6102732329.47;3917258559.54
6;1;915920163;0
6;2;8380074059;0
6;3;8462472429;0
6;4;9815959564;0
6;5;7539513771;0
6;6;9018004452;0
6;7;8872073145;0
6;8;6265335687;0
7;0;4411730617.16;2377592909.99
7;1;8817036011;0
7;2;108759429;0
7;3;8496820476;0
7;4;562658302;0
7;5;9337062119;0
7;6;5806449149;0
7;7;6422432494;0
7;8;5810058204;0
8;0;1943650748.07;1002834209.76
8;1;1853446433;0
8;2;1380233618;0
8;3;1695544356;0
8;4;9705159484;0
8;5;7899798348;0
8;6;3271169589;0
8;7;8197913430;0
8;8;8299662076;0
