Part ID;Account ID;Balance;Credit limit
1;0;2293285698.96;676294663.58
1;1;5112927212;0
1;2;3942294904;0
1;3;3039963760;0
1;4;3355994334;0
1;5;5709013731;0
1;6;8756514303;0
1;7;7668001335;0
1;8;733661604;0
2;0;3856400123.07;3389403158.1
2;1;7550719309;0
2;2;9250739705;0
2;3;1449115534;0
2;4;9413405827;0
2;5;924821886;0
2;6;6081873391;0
2;7;2942412016;0
2;8;8278730914;0
3;0;3677066777.22;1265841145.75
3;1;2827079061;0
3;2;1061606898;0
3;3;3104563820;0
3;4;9343081939;0
3;5;9659059640;0
3;6;3921468533;0
3;7;1874509528;0
3;8;1895928799;0
4;0;2621133954.67;1725297527.61
4;1;4485243772;0
4;2;9220488244;0
4;3;5192361467;0
4;4;4290975994;0
4;5;1985299748;0
4;6;564855362;0
4;7;9391663336;0
4;8;5010234096;0
5;0;3267300842.32;2419377879.3
5;1;2076528316;0
5;2;2732767241;0
5;3;9843741601;0
5;4;7811746884;0
5;5;2069628581;0
5;6;8920305467;0
5;7;9797835609;0
5;8;443102721;0
6;0;686154685.23;238527895.95
6;1;908688614;0
6;2;4848390678;0
6;3;8587401023;0
6;4;4909258709;0
6;5;2864613837;0
6;6;1403186281;0
6;7;3449081481;0
6;8;1328590047;0
7;0;3293077866.88;1718236255.33
7;1;8170853231;0
7;2;4458803559;0
7;3;514897092;0
7;4;6981986495;0
7;5;9228488243;0
7;6;1721453632;0
7;7;8850379775;0
7;8;4649038763;0
8;0;2080843863.99;932392472.59
8;1;1572922665;0
8;2;74105272;0
8;3;5730096197;0
8;4;3911982770;0
8;5;5649767022;0
8;6;9834202070;0
8;7;1630397252;0
8;8;1847696847;0
